drug_name,trust_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion
diclofenac,0.6843220338983051,118,56,5,0.11016949152542373,0.1440677966101695
maxalt,0.6842105263157895,19,9,1,0.0,0.3157894736842105
vicodin,0.6840909090909091,22,11,1,0.045454545454545456,0.18181818181818182
aldara,0.6833333333333333,6,3,0,0.0,0.5
emollients,0.6833333333333333,6,3,0,0.0,0.3333333333333333
donnatal,0.6833333333333333,6,3,0,0.0,0.0
alli,0.6821428571428572,14,6,0,0.0,0.14285714285714285
sumavel dosepro,0.6777777777777778,9,5,0,0.2222222222222222,0.1111111111111111
lialda,0.6764705882352942,17,7,0,0.058823529411764705,0.058823529411764705
metaxalone,0.6764705882352942,17,8,2,0.0,0.058823529411764705
pseudoephedrine,0.675,12,6,1,0.08333333333333333,0.08333333333333333
eletriptan,0.6732142857142858,28,15,4,0.17857142857142858,0.07142857142857142
tiotropium,0.6730769230769231,13,6,1,0.07692307692307693,0.23076923076923078
viagra,0.6722222222222223,36,15,1,0.5,0.3888888888888889
amphetamine,0.6722222222222223,9,5,1,0.1111111111111111,0.1111111111111111
guaifenesin,0.6716216216216216,37,18,3,0.10810810810810811,0.16216216216216217
drixoral cold and allergy,0.6714285714285715,7,4,0,0.0,0.0
tretinoin,0.67125,80,32,3,0.125,0.35
carisoprodol,0.6702702702702703,37,19,0,0.02702702702702703,0.08108108108108109
zanaflex,0.6699999999999999,15,7,1,0.13333333333333333,0.13333333333333333
tioconazole,0.6694444444444445,270,104,4,0.025925925925925925,0.337037037037037
lifitegrast,0.6684210526315789,19,9,1,0.05263157894736842,0.2631578947368421
acetaminophen / codeine,0.6673076923076923,26,11,1,0.11538461538461539,0.15384615384615385
enoxaparin,0.6666666666666666,3,1,0,0.0,0.0
eligard,0.6666666666666666,3,1,0,0.3333333333333333,0.6666666666666666
zovirax,0.6666666666666666,3,1,0,0.0,0.3333333333333333
econazole,0.6666666666666666,3,1,0,0.0,0.0
edarbyclor,0.6666666666666666,3,1,0,0.0,0.3333333333333333
dymista,0.6666666666666666,15,8,3,0.0,0.2
betamethasone,0.6666666666666666,6,3,1,0.0,0.0
sitagliptin,0.6666666666666666,15,5,0,0.2,0.13333333333333333
indocin sr,0.6666666666666666,3,1,0,0.3333333333333333,0.0
imodium a-d,0.6666666666666666,3,2,1,0.0,0.0
hyoscyamine / methenamine / methylene blue / phenyl salicylate,0.6666666666666666,3,1,0,0.0,0.0
immune globulin subcutaneous,0.6666666666666666,3,1,0,0.3333333333333333,0.3333333333333333
tazarotene,0.6666666666666666,3,1,0,0.0,0.0
pentazocine,0.6666666666666666,3,1,0,0.0,0.0
clozapine,0.6666666666666666,6,3,1,0.0,0.16666666666666666
calcium carbonate,0.6666666666666666,3,1,0,0.0,0.0
caffeine / ergotamine,0.6666666666666666,3,1,0,0.0,0.3333333333333333
hydrocortisone / neomycin / polymyxin b,0.6666666666666666,3,1,0,0.0,0.3333333333333333
hydrocortisone,0.6666666666666666,9,3,0,0.0,0.1111111111111111
hydrochlorothiazide / olmesartan,0.6666666666666666,6,2,0,0.16666666666666666,0.3333333333333333
allegra-d 24 hour,0.6666666666666666,3,2,1,0.0,0.3333333333333333
namenda,0.6666666666666666,3,1,0,0.0,0.0
narcan injection,0.6666666666666666,3,1,0,0.0,0.0
nuedexta,0.6666666666666666,3,1,0,0.0,0.6666666666666666
alirocumab,0.6666666666666666,3,1,0,0.6666666666666666,0.6666666666666666
chondroitin / glucosamine,0.6666666666666666,3,1,0,0.0,0.0
muse,0.6666666666666666,3,1,0,0.0,0.0
citranatal 90 dha,0.6666666666666666,3,1,0,0.0,0.0
chlorthalidone,0.6666666666666666,3,1,0,0.3333333333333333,0.0
gardasil,0.6666666666666666,3,1,0,0.0,0.0
doxazosin,0.6666666666666666,3,2,1,0.0,0.0
trivora,0.6666666666666666,3,1,0,0.0,0.6666666666666666
trifluoperazine,0.6666666666666666,3,1,0,0.0,0.0
ammonium lactate,0.6666666666666666,3,1,0,0.0,0.0
fycompa,0.6666666666666666,3,1,0,0.0,0.3333333333333333
prenatal plus,0.6666666666666666,3,1,0,0.0,0.0
migranal,0.6666666666666666,3,1,0,0.0,0.0
alfuzosin,0.6666666666666666,9,5,2,0.0,0.1111111111111111
colchicine,0.6666666666666666,9,4,0,0.0,0.2222222222222222
balsalazide,0.6666666666666666,3,1,0,0.0,0.3333333333333333
ranibizumab,0.6666666666666666,3,1,0,0.6666666666666666,0.0
ayr saline nasal,0.6666666666666666,3,1,0,0.0,0.3333333333333333
lantus,0.6666666666666666,3,1,0,0.0,0.0
keytruda,0.6666666666666666,3,1,0,0.0,0.0
kadian,0.6666666666666666,6,2,0,0.3333333333333333,0.0
klonopin wafer,0.6666666666666666,3,1,0,0.0,0.0
protopic,0.6666666666666666,3,1,0,0.0,0.3333333333333333
bextra,0.6666666666666666,3,1,0,0.0,0.0
benzphetamine,0.6666666666666666,3,1,0,0.0,0.3333333333333333
boniva,0.6666666666666666,3,1,0,0.0,0.0
brompheniramine,0.6666666666666666,3,2,1,0.0,0.0
salonpas pain patch,0.6666666666666666,3,1,0,0.0,0.0
ryzolt,0.6666666666666666,3,1,0,0.0,0.0
retapamulin,0.6666666666666666,3,1,0,0.0,0.0
bactroban,0.6666666666666666,3,1,0,0.0,0.0
lotemax,0.6666666666666666,3,1,0,0.0,0.0
entyvio,0.6666666666666666,6,3,1,0.0,0.0
reclast,0.6666666666666666,3,1,0,0.3333333333333333,0.0
rectiv,0.6666666666666666,3,1,0,0.0,0.3333333333333333
lorzone,0.6666666666666666,3,1,0,0.0,0.3333333333333333
fioricet with codeine,0.6666666666666666,3,1,0,0.0,0.0
actonel,0.6666666666666666,3,1,0,0.0,0.3333333333333333
cenestin,0.6666666666666666,3,1,0,0.0,0.3333333333333333
undecylenic acid,0.6666666666666666,3,1,0,0.0,0.0
vicodin es,0.6666666666666666,3,1,0,0.0,0.0
certolizumab,0.6666666666666666,3,1,0,0.0,0.0
norel sr,0.6666666666666666,3,2,1,0.0,0.0
estrace vaginal cream,0.6666666666666666,15,6,1,0.3333333333333333,0.4
xalatan,0.6666666666666666,3,1,0,0.0,0.3333333333333333
acetaminophen / hydrocodone,0.6638554216867469,166,71,7,0.0783132530120482,0.10843373493975904
azelaic acid,0.6636363636363636,22,9,1,0.09090909090909091,0.22727272727272727
hypercare,0.6634146341463415,41,17,2,0.14634146341463414,0.2926829268292683
adapalene,0.6625,56,21,2,0.08928571428571429,0.2857142857142857
hyoscyamine,0.6617647058823529,17,7,0,0.058823529411764705,0.058823529411764705
glatiramer,0.6590909090909091,22,7,0,0.09090909090909091,0.09090909090909091
lansoprazole,0.6590909090909091,11,5,1,0.2727272727272727,0.18181818181818182
synvisc-one,0.6588235294117647,17,7,0,0.0,0.0
chlorpheniramine / hydrocodone,0.65625,16,8,2,0.0,0.125
budesonide / formoterol,0.6553571428571429,28,11,0,0.07142857142857142,0.17857142857142858
eluxadoline,0.6553571428571429,28,14,2,0.17857142857142858,0.25
flonase,0.6552631578947369,19,8,0,0.0,0.2631578947368421
l-methylfolate,0.6538461538461539,13,5,0,0.3076923076923077,0.07692307692307693
fluorouracil,0.6538461538461539,26,8,0,0.07692307692307693,0.15384615384615385
canagliflozin,0.6534883720930232,43,18,0,0.18604651162790697,0.09302325581395349
clindamycin / tretinoin,0.653448275862069,29,11,0,0.0,0.3448275862068966
aluminum chloride hexahydrate,0.6524271844660194,103,40,7,0.07766990291262135,0.3106796116504854
amerge,0.65,5,3,1,0.0,0.2
phenylephrine,0.65,4,2,0,0.0,0.0
velivet,0.65,7,3,0,0.0,0.2857142857142857
tegretol xr,0.65,5,2,0,0.2,0.6
entocort ec,0.65,4,2,0,0.0,0.0
dexedrine,0.65,10,4,0,0.2,0.4
roflumilast,0.65,7,4,1,0.0,0.14285714285714285
advil,0.65,5,2,0,0.0,0.2
nexium,0.65,20,8,2,0.2,0.15
treprostinil,0.65,5,2,0,0.0,0.0
phenazopyridine,0.65,25,10,1,0.04,0.16
dabigatran,0.65,10,4,1,0.0,0.1
estradiol patch,0.65,5,2,0,0.4,0.6
lidocaine,0.6482758620689655,29,13,2,0.034482758620689655,0.1724137931034483
benzonatate,0.64765625,64,27,1,0.109375,0.171875
soma,0.6476190476190476,21,9,0,0.047619047619047616,0.0
advair diskus,0.6470588235294118,17,6,0,0.11764705882352941,0.35294117647058826
estradiol,0.646551724137931,58,24,4,0.06896551724137931,0.1724137931034483
mometasone,0.646551724137931,29,12,3,0.0,0.034482758620689655
singulair,0.6455882352941177,34,15,2,0.08823529411764706,0.11764705882352941
ixekizumab,0.645,10,5,0,0.1,0.3
aleve,0.6444444444444445,18,7,0,0.0,0.05555555555555555
lidoderm,0.64375,16,7,0,0.0,0.0625
ceftriaxone,0.6428571428571428,14,6,2,0.0,0.07142857142857142
afrezza,0.6428571428571428,7,2,0,0.0,0.0
correctol,0.6428571428571428,7,2,0,0.0,0.0
ketoconazole,0.6428571428571428,7,2,0,0.0,0.0
rogaine,0.6428571428571428,7,2,0,0.14285714285714285,0.2857142857142857
accutane,0.6423469387755102,98,38,4,0.20408163265306123,0.2857142857142857
ranexa,0.6388888888888888,9,3,0,0.0,0.1111111111111111
lysine,0.6388888888888888,9,3,0,0.0,0.1111111111111111
drysol,0.6381818181818182,55,17,1,0.03636363636363636,0.23636363636363636
mirabegron,0.6375,28,11,2,0.25,0.21428571428571427
monistat 7,0.6346153846153846,26,8,0,0.038461538461538464,0.38461538461538464
opana er,0.6346153846153846,13,5,1,0.38461538461538464,0.15384615384615385
demerol,0.6333333333333333,15,7,3,0.13333333333333333,0.06666666666666667
subsys,0.6333333333333333,6,3,0,0.16666666666666666,0.3333333333333333
dexbrompheniramine / pseudoephedrine,0.6333333333333333,15,7,3,0.0,0.26666666666666666
lortab,0.6327586206896552,29,12,1,0.06896551724137931,0.2413793103448276
esomeprazole,0.6323529411764706,17,6,1,0.11764705882352941,0.17647058823529413
azelastine / fluticasone,0.6305555555555555,18,7,1,0.0,0.1111111111111111
efinaconazole,0.6294117647058823,17,6,0,0.058823529411764705,0.35294117647058826
clobetasol,0.6291666666666667,24,7,0,0.0,0.041666666666666664
stelara,0.6288461538461538,26,9,1,0.23076923076923078,0.38461538461538464
indomethacin,0.6279411764705882,34,15,2,0.17647058823529413,0.20588235294117646
abreva,0.6275,40,15,0,0.0,0.2
naproxen,0.6274647887323943,71,29,4,0.07042253521126761,0.14084507042253522
acetaminophen / oxycodone,0.6262773722627737,137,61,11,0.08759124087591241,0.10218978102189781
selenium sulfide,0.625,4,1,0,0.0,0.0
tindamax,0.625,4,2,1,0.0,0.0
climara,0.625,6,2,0,0.3333333333333333,0.16666666666666666
secukinumab,0.625,6,3,1,0.0,0.0
saliva substitutes,0.625,4,1,0,0.0,0.0
multivitamin with minerals,0.625,4,1,0,0.0,0.0
zyprexa zydis,0.625,4,1,0,0.0,0.0
mucinex,0.625,10,5,2,0.0,0.0
naprosyn,0.625,6,2,0,0.0,0.16666666666666666
zutripro,0.625,2,1,0,0.0,0.0
zytiga,0.625,4,1,0,0.0,0.0
tivicay,0.625,4,1,0,0.0,0.5
temovate,0.625,2,1,0,0.0,0.0
cyclafem 1 / 35,0.625,4,2,1,0.0,0.5
repatha,0.625,8,2,0,0.0,0.125
amitriptyline / perphenazine,0.625,2,1,0,0.0,0.0
lidex,0.625,4,2,1,0.0,0.0
glyburide,0.625,2,1,0,0.5,0.0
tylenol,0.625,4,1,0,0.0,0.0
dulcolax laxative,0.625,4,1,0,0.25,0.5
rytary,0.625,2,1,0,0.5,0.5
salmeterol,0.625,2,1,0,0.0,0.0
zocor,0.625,4,1,0,0.0,0.0
metamucil,0.625,4,1,0,0.0,0.0
memantine,0.625,6,2,0,0.0,0.3333333333333333
benzoyl peroxide,0.625,4,1,0,0.25,0.0
bevacizumab,0.625,2,1,0,0.5,0.5
inderal,0.625,14,6,2,0.21428571428571427,0.07142857142857142
apriso,0.625,4,1,0,0.0,0.5
dihydroergotamine,0.625,8,3,1,0.0,0.0
diprivan,0.625,4,1,0,0.0,0.0
docusate / senna,0.625,4,1,0,0.0,0.0
toprol-xl,0.625,4,2,1,0.0,0.25
sunitinib,0.625,6,2,0,0.3333333333333333,0.3333333333333333
aplenzin,0.625,2,1,0,0.0,0.5
ibandronate,0.625,4,1,0,0.25,0.25
hydroxyurea,0.625,4,1,0,0.25,0.0
avonex,0.625,8,3,1,0.0,0.125
meloxicam,0.625,72,33,9,0.125,0.1111111111111111
flavoxate,0.625,2,1,0,0.0,0.0
dutasteride,0.625,4,1,0,0.0,0.25
vitamin d2,0.625,2,1,0,0.0,0.0
zegerid,0.625,4,1,0,0.0,0.25
zenpep,0.625,2,1,0,0.0,0.0
echinacea,0.625,4,1,0,0.25,0.0
dutasteride / tamsulosin,0.625,6,3,1,0.0,0.0
uricalm,0.625,4,1,0,0.0,0.0
niaspan,0.625,4,1,0,0.0,0.0
eribulin,0.625,2,1,0,0.0,0.0
exelon,0.625,2,1,0,0.0,0.0
epiceram,0.625,4,1,0,0.0,0.0
estring,0.625,4,2,1,0.0,0.25
estrace,0.625,2,1,0,0.0,0.0
celebrex,0.6241935483870967,31,13,4,0.03225806451612903,0.25806451612903225
ranitidine,0.6241379310344828,29,13,5,0.0,0.20689655172413793
linaclotide,0.624025974025974,77,36,10,0.012987012987012988,0.35064935064935066
monistat 3-day combination pack,0.624,25,8,0,0.04,0.36
fexofenadine,0.6235294117647059,17,6,1,0.058823529411764705,0.11764705882352941
prevacid,0.6233333333333333,15,5,0,0.13333333333333333,0.0
magnesium citrate,0.622093023255814,43,16,5,0.0,0.27906976744186046
zohydro er,0.6214285714285714,7,3,0,0.42857142857142855,0.42857142857142855
docosanol,0.6211538461538462,52,15,0,0.0,0.15384615384615385
monistat 7-day combination pack,0.6203703703703703,27,7,0,0.1111111111111111,0.5555555555555556
omeprazole,0.6203703703703703,27,7,0,0.2222222222222222,0.14814814814814814
pennsaid,0.62,5,2,0,0.2,0.0
lasix,0.62,5,2,0,0.2,0.2
amrix,0.62,5,2,0,0.0,0.0
lithobid,0.62,5,2,0,0.0,0.2
ivermectin,0.6192307692307693,26,8,1,0.0,0.19230769230769232
axiron,0.6176470588235294,17,8,3,0.29411764705882354,0.5294117647058824
fluticasone / salmeterol,0.6166666666666667,18,8,2,0.05555555555555555,0.0
proair respiclick,0.6166666666666667,6,3,0,0.0,0.0
skelaxin,0.6166666666666667,15,7,2,0.0,0.13333333333333333
acetaminophen / propoxyphene,0.6166666666666667,18,7,1,0.0,0.16666666666666666
botox,0.615909090909091,44,14,1,0.022727272727272728,0.2727272727272727
tacrolimus,0.6142857142857143,14,5,0,0.0,0.14285714285714285
meridia,0.6142857142857143,14,6,1,0.07142857142857142,0.21428571428571427
humira,0.613768115942029,69,23,4,0.07246376811594203,0.2318840579710145
levitra,0.6136363636363636,22,8,1,0.36363636363636365,0.22727272727272727
zonegran,0.6136363636363636,11,4,1,0.09090909090909091,0.0
orlistat,0.6136363636363636,44,11,1,0.022727272727272728,0.3181818181818182
euflexxa,0.6130434782608696,23,9,3,0.17391304347826086,0.2608695652173913
dapsone,0.611904761904762,42,11,0,0.14285714285714285,0.35714285714285715
simvastatin,0.6111111111111112,18,5,0,0.16666666666666666,0.16666666666666666
cambia,0.6111111111111112,9,3,0,0.0,0.1111111111111111
zolmitriptan,0.6105263157894737,19,6,0,0.0,0.2631578947368421
sildenafil,0.6105263157894737,57,19,2,0.3684210526315789,0.19298245614035087
saphris,0.6102941176470589,34,16,7,0.17647058823529413,0.38235294117647056
isotretinoin,0.6101973684210527,152,53,10,0.2236842105263158,0.34868421052631576
ciclopirox,0.61,10,3,0,0.0,0.0
sklice,0.61,10,3,0,0.0,0.1
acetaminophen / aspirin / caffeine,0.6096153846153847,26,12,5,0.038461538461538464,0.19230769230769232
dicyclomine,0.609375,32,15,7,0.15625,0.0625
simponi,0.609375,16,5,1,0.125,0.125
magnesium hydroxide,0.6088235294117648,17,7,1,0.058823529411764705,0.35294117647058826
benicar,0.6086956521739131,23,9,3,0.391304347826087,0.2608695652173913
percocet,0.6085714285714285,35,14,5,0.05714285714285714,0.08571428571428572
tenuate,0.6083333333333334,12,4,0,0.25,0.3333333333333333
differin,0.6078947368421053,38,11,2,0.02631578947368421,0.18421052631578946
actos,0.6071428571428571,7,2,0,0.2857142857142857,0.0
penicillin v potassium,0.6071428571428571,7,2,0,0.0,0.14285714285714285
flomax,0.6071428571428571,28,10,4,0.03571428571428571,0.21428571428571427
dapagliflozin,0.6071428571428571,14,4,1,0.0,0.14285714285714285
eflornithine,0.6071428571428571,21,7,2,0.0,0.3333333333333333
myrbetriq,0.6068181818181818,22,8,1,0.3181818181818182,0.045454545454545456
miconazole,0.6064954682779456,331,91,3,0.012084592145015106,0.3504531722054381
oxymorphone,0.6048780487804878,41,16,1,0.4146341463414634,0.24390243902439024
loperamide,0.6041666666666666,12,4,1,0.0,0.08333333333333333
protonix,0.6041666666666666,12,3,0,0.08333333333333333,0.0
linzess,0.604,75,28,4,0.013333333333333334,0.22666666666666666
testosterone,0.6025252525252526,99,38,9,0.20202020202020202,0.30303030303030304
claravis,0.6018518518518519,27,10,4,0.37037037037037035,0.3333333333333333
nitroglycerin,0.6,5,1,0,0.2,0.2
eucrisa,0.6,5,3,2,0.2,0.4
aczone,0.6,37,11,2,0.16216216216216217,0.3783783783783784
alcaftadine,0.6,5,2,1,0.0,0.2
vicoprofen,0.6,8,3,0,0.25,0.125
xeljanz,0.6,5,1,0,0.0,0.2
trihexyphenidyl,0.6,5,2,1,0.0,0.0
mobic,0.6,21,7,2,0.09523809523809523,0.19047619047619047
sodium biphosphate / sodium phosphate,0.6,5,1,0,0.0,0.0
tadalafil,0.6,72,22,0,0.4305555555555556,0.3055555555555556
lotrel,0.6,5,1,0,0.4,0.2
denavir,0.6,5,1,0,0.0,0.2
simply sleep,0.6,6,3,1,0.0,0.0
iloperidone,0.6,5,1,0,0.0,0.0
ketoprofen,0.6,5,1,0,0.0,0.0
complera,0.6,10,3,1,0.1,0.5
biotin,0.6,5,1,0,0.2,0.4
jalyn,0.6,5,1,0,0.0,0.0
zithromax,0.6,20,6,1,0.0,0.25
fanapt,0.6,5,2,1,0.0,0.2
dolophine,0.6,5,1,0,0.2,0.2
calcipotriene,0.6,5,1,0,0.0,0.0
enbrel,0.5987179487179487,39,13,4,0.1282051282051282,0.1282051282051282
cipro,0.5975609756097561,41,12,2,0.0,0.0975609756097561
tapentadol,0.5974137931034482,58,23,4,0.25862068965517243,0.1896551724137931
vesicare,0.5972222222222222,18,6,2,0.16666666666666666,0.1111111111111111
gianvi,0.59625,40,13,4,0.025,0.275
tolterodine,0.5961538461538461,13,4,1,0.07692307692307693,0.3076923076923077
hydromorphone,0.5959016393442623,61,21,3,0.11475409836065574,0.13114754098360656
nebivolol,0.5952380952380952,21,8,2,0.14285714285714285,0.47619047619047616
golytely,0.5944444444444444,9,3,0,0.0,0.0
clomiphene,0.59375,16,4,1,0.25,0.1875
phenelzine,0.59375,8,3,1,0.25,0.125
almotriptan,0.59375,8,3,1,0.0,0.0
evolocumab,0.59375,16,5,1,0.0,0.25
stendra,0.59375,8,2,0,0.25,0.0
viberzi,0.5928571428571429,28,9,1,0.21428571428571427,0.21428571428571427
augmentin,0.592391304347826,46,17,6,0.0,0.15217391304347827
phendimetrazine,0.592,25,9,0,0.12,0.2
toradol,0.5913793103448276,29,10,0,0.0,0.034482758620689655
treximet,0.591304347826087,23,9,4,0.043478260869565216,0.08695652173913043
loratadine,0.5909090909090909,11,3,1,0.0,0.0
fluoxetine / olanzapine,0.5909090909090909,11,5,3,0.0,0.36363636363636365
irbesartan,0.5909090909090909,11,3,1,0.09090909090909091,0.18181818181818182
adderall xr,0.5892857142857143,28,10,2,0.4642857142857143,0.21428571428571427
ritalin,0.5892857142857143,14,6,1,0.21428571428571427,0.07142857142857142
deplin,0.5888888888888889,9,3,0,0.3333333333333333,0.1111111111111111
cobicistat / elvitegravir / emtricitabine / tenofovir,0.5875,20,6,2,0.0,0.2
triamcinolone,0.5875,24,9,4,0.0,0.125
jardiance,0.5875,12,3,0,0.16666666666666666,0.08333333333333333
dextroamphetamine,0.5875,28,8,0,0.2857142857142857,0.10714285714285714
mesalamine,0.5865853658536585,41,14,4,0.07317073170731707,0.17073170731707318
nicotrol inhaler,0.5857142857142857,7,3,0,0.0,0.14285714285714285
acanya,0.5857142857142857,7,2,0,0.2857142857142857,0.14285714285714285
cariprazine,0.5846153846153846,13,5,1,0.0,0.46153846153846156
depakote er,0.584375,16,7,3,0.0625,0.0625
tegretol,0.5842105263157895,19,6,2,0.05263157894736842,0.10526315789473684
solodyn,0.5840909090909091,22,7,2,0.13636363636363635,0.09090909090909091
chlorhexidine,0.5833333333333334,9,3,1,0.0,0.1111111111111111
diovan hct,0.5833333333333334,6,2,1,0.0,0.0
midodrine,0.5833333333333334,6,2,1,0.0,0.3333333333333333
ponstel,0.5833333333333334,6,2,1,0.0,0.0
phillips' milk of magnesia,0.5833333333333334,24,9,3,0.0,0.20833333333333334
famvir,0.5833333333333334,3,1,0,0.0,0.0
taclonex,0.5833333333333334,6,1,0,0.0,0.0
biaxin,0.5833333333333334,18,7,3,0.05555555555555555,0.05555555555555555
metadate cd,0.5833333333333334,3,1,0,0.3333333333333333,0.0
zorvolex,0.5833333333333334,3,1,0,0.3333333333333333,0.0
isosorbide mononitrate,0.5833333333333334,9,3,1,0.1111111111111111,0.2222222222222222
warfarin,0.5833333333333334,9,2,0,0.1111111111111111,0.1111111111111111
furosemide,0.5833333333333334,15,4,1,0.2,0.26666666666666666
kenalog-40,0.5833333333333334,6,1,0,0.0,0.3333333333333333
kapidex,0.5833333333333334,6,2,1,0.16666666666666666,0.16666666666666666
clomid,0.5833333333333334,9,2,0,0.4444444444444444,0.2222222222222222
lomotil,0.5833333333333334,9,3,0,0.0,0.2222222222222222
benadryl allergy,0.5833333333333334,6,2,0,0.0,0.16666666666666666
gavilyte-n,0.5833333333333334,3,1,0,0.0,0.0
orap,0.5833333333333334,3,1,0,0.0,0.3333333333333333
carbidopa / levodopa,0.5833333333333334,9,3,0,0.0,0.1111111111111111
neurontin,0.5806451612903226,31,11,2,0.03225806451612903,0.16129032258064516
vardenafil,0.5803571428571429,28,7,0,0.35714285714285715,0.32142857142857145
valtrex,0.58,45,13,2,0.08888888888888889,0.1111111111111111
cialis,0.5788732394366197,71,21,3,0.5070422535211268,0.323943661971831
natalizumab,0.5769230769230769,13,4,2,0.15384615384615385,0.23076923076923078
cyclobenzaprine,0.5765625,96,29,10,0.15625,0.17708333333333334
cetirizine,0.57625,40,13,4,0.1,0.15
elmiron,0.575,10,3,1,0.0,0.0
testim,0.575,18,6,1,0.16666666666666666,0.3888888888888889
nefazodone,0.575,10,3,1,0.1,0.0
adderall,0.575,76,27,6,0.27631578947368424,0.3157894736842105
cephalexin,0.575,40,14,6,0.05,0.1
zyrtec,0.575,28,8,2,0.03571428571428571,0.17857142857142858
xiidra,0.575,24,6,1,0.0,0.20833333333333334
betamethasone / calcipotriene,0.5733333333333334,15,3,0,0.0,0.13333333333333333
oxycodone,0.5729813664596273,161,54,5,0.19254658385093168,0.08074534161490683
adalimumab,0.5727848101265822,79,25,7,0.1518987341772152,0.27848101265822783
glucophage,0.5714285714285714,7,1,0,0.0,0.0
rivastigmine,0.5714285714285714,7,1,0,0.14285714285714285,0.0
mercaptopurine,0.5714285714285714,7,2,1,0.14285714285714285,0.2857142857142857
alendronate,0.5714285714285714,7,2,1,0.0,0.14285714285714285
omeprazole / sodium bicarbonate,0.5714285714285714,7,2,0,0.0,0.14285714285714285
codeine / guaifenesin,0.5708333333333333,12,4,0,0.0,0.0
xyrem,0.5708333333333333,12,4,0,0.16666666666666666,0.16666666666666666
chlordiazepoxide / clidinium,0.5708333333333333,12,3,0,0.0,0.08333333333333333
rizatriptan,0.5706521739130435,46,15,6,0.08695652173913043,0.15217391304347827
butrans,0.5703125,32,11,2,0.1875,0.21875
exalgo,0.57,5,2,0,0.4,0.0
ventolin hfa,0.57,5,2,0,0.0,0.0
esterified estrogens / methyltestosterone,0.57,5,2,0,0.2,0.2
ultram,0.569,50,19,3,0.12,0.12
rapaflo,0.5681818181818181,11,2,0,0.09090909090909091,0.45454545454545453
bentyl,0.5666666666666667,15,6,4,0.13333333333333333,0.2
acyclovir,0.5666666666666667,33,9,0,0.06060606060606061,0.18181818181818182
montelukast,0.5661016949152542,59,21,8,0.06779661016949153,0.1864406779661017
jublia,0.5660000000000001,25,7,0,0.0,0.12
oxymetazoline,0.5659090909090909,22,7,1,0.0,0.22727272727272727
ketorolac,0.5653846153846154,52,17,5,0.057692307692307696,0.1346153846153846
otezla,0.565,40,11,4,0.025,0.225
ocella,0.5648148148148148,27,10,6,0.07407407407407407,0.48148148148148145
cyclosporine,0.5638888888888889,18,6,1,0.05555555555555555,0.1111111111111111
ezetimibe / simvastatin,0.5625,4,1,0,0.0,0.0
desipramine,0.5625,8,2,0,0.125,0.125
chlor-trimeton,0.5625,4,1,0,0.0,0.5
zoladex,0.5625,8,4,3,0.125,0.5
tranexamic acid,0.5625,20,4,1,0.1,0.2
colcrys,0.5625,4,2,1,0.0,0.25
saxagliptin,0.5625,4,1,0,0.0,0.25
codeine / promethazine,0.5625,8,1,0,0.0,0.125
umeclidinium / vilanterol,0.5625,4,1,0,0.25,0.25
entresto,0.5625,4,1,0,0.0,0.25
acetaminophen / butalbital,0.5625,4,1,0,0.25,0.0
sinemet,0.5625,4,1,0,0.0,0.0
acetaminophen,0.5625,8,1,0,0.0,0.0
pamelor,0.5625,8,2,1,0.125,0.125
bromfed dm,0.5625,4,1,0,0.0,0.0
np thyroid,0.5625,4,1,0,0.0,0.0
mucinex d,0.5606060606060606,33,11,3,0.06060606060606061,0.24242424242424243
diazepam,0.5598591549295775,71,28,11,0.15492957746478872,0.056338028169014086
atripla,0.5595238095238095,21,5,2,0.0,0.14285714285714285
symbicort,0.5588235294117647,17,6,2,0.0,0.23529411764705882
meclizine,0.5586206896551724,29,11,6,0.10344827586206896,0.1724137931034483
oracea,0.5583333333333333,6,2,0,0.0,0.3333333333333333
aspirin,0.5583333333333333,6,2,0,0.0,0.0
adipex-p,0.5573684210526316,95,28,10,0.09473684210526316,0.37894736842105264
pantoprazole,0.5571428571428572,28,8,2,0.07142857142857142,0.14285714285714285
yasmin,0.557,50,16,9,0.04,0.46
doxycycline,0.5567961165048544,206,66,31,0.1941747572815534,0.3300970873786408
tavaborole,0.5555555555555556,9,1,0,0.0,0.2222222222222222
requip,0.5555555555555556,18,4,1,0.05555555555555555,0.05555555555555555
focalin,0.5555555555555556,9,3,1,0.4444444444444444,0.1111111111111111
dexamethasone,0.5552631578947369,19,6,2,0.05263157894736842,0.10526315789473684
imitrex,0.5546875,32,11,6,0.21875,0.25
aftera,0.5545454545454546,11,4,2,0.09090909090909091,0.36363636363636365
onabotulinumtoxina,0.5544444444444444,45,11,0,0.06666666666666667,0.2222222222222222
nicotine,0.554,25,9,0,0.12,0.12
seroquel xr,0.554,25,8,4,0.24,0.2
"insulin inhalation, rapid acting",0.5535714285714286,14,2,0,0.0,0.0
acetaminophen / butalbital / caffeine,0.5532608695652174,46,13,1,0.10869565217391304,0.17391304347826086
cefuroxime,0.553125,16,5,1,0.0625,0.125
omalizumab,0.5527777777777778,18,4,0,0.1111111111111111,0.2222222222222222
liletta,0.5526315789473684,57,14,8,0.05263157894736842,0.45614035087719296
etanercept,0.5522727272727272,44,14,5,0.11363636363636363,0.22727272727272727
brimonidine,0.552,25,5,1,0.0,0.16
flexeril,0.5516129032258065,31,9,3,0.1935483870967742,0.06451612903225806
